CAS Number,Name,Formula,Type,UNIFAC,MW,SG6060,TB,Tc,Pc,Vc,OMEGA,CPA,CPB,CPC,CPD,CPE,HFORM25,GFORM25,GIBBSA,GIBBSB,GIBBSC
578-54-1,oEAniline,C8H11N       ,Misc,CH3 (ACH)4 ACCH2 ACNH2 ,121.1800003,0.9854,482.648,704.000,37.400,0.399,0.4631,-0.401804,0.00734854,-6.70968E-06,3.36891E-09,-7.2732E-13,33.30,170.00,3.34E+01,4.45E-01,4.25E-05
57-88-5,bCholesterol,C27H46O      ,Misc,OH CH=C (CH3)5 (CH2)11 (CH)7 (C)2 ,386.6619873,1.1307,771.000,959.000,12.500,1.350,0.9477,-0.43462,0.0085072,-7.2624E-06,3.23824E-09,-5.925E-13,-585.20,,-5.88E+02,2.75E+00,1.24E-04
579-66-8,26DEAniline,C10H15N      ,Misc,(CH3)2 (ACH)3 (ACCH2)2 ACNH2 ,149.2350006,0.9101,508.648,678.000,31.200,0.495,0.9538,-0.323516,0.00724506,-6.24726E-06,2.91963E-09,-5.72015E-13,-20.50,176.00,-2.03E+01,6.41E-01,5.67E-05
58-08-2,Caffeine,C8H10N4O2    ,Misc,,194.1929932,0.8455,539.856,724.269,19.006,0.510,0.5844,-0.20965,0.0048986,-2.93436E-06,3.33844E-10,1.70675E-13,-32.77,,-3.28E+01,-3.28E+01,-3.28E+01
5809-59-6,AcrlCyHydrin,C4H5NO       ,Misc,,83.08979797,1.0119,461.000,639.000,45.100,0.278,0.8435,0.60263,0.0020388,6.9435E-07,-1.66804E-09,5.945E-13,11.59,,1.22E+01,1.86E-01,2.15E-05
581-40-8,23MNaphthlen,C12H12       ,AMR,(AC)2 (ACH)6 (ACCH3)2 ,156.2290039,1.0070,541.200,777.799,30.100,0.521,0.4430,-0.205118,0.0056701,-3.60525E-06,8.92004E-10,4.1582E-21,83.55,215.02,8.11E+01,4.35E-01,4.27E-05
581-42-0,26DMNaphthal,C12H12       ,AMR,(AC)2 (ACH)6 (ACCH3)2 ,156.227005,0.9298,535.150,777.000,31.700,0.520,0.4177,-0.330712,0.00647894,-5.21901E-06,2.23349E-09,-4.00327E-13,83.97,214.64,8.46E+01,4.22E-01,4.80E-05
582-16-1,27-DiM-Napth,C12H12       ,AMR,(AC)2 (ACH)6 (ACCH3)2 ,156.227005,1.0076,536.150,775.000,32.300,0.600,0.4477,-0.35044,0.0065736,-5.3769E-06,2.343E-09,-4.2732E-13,79.90,210.70,8.05E+01,4.23E-01,4.80E-05
583-48-2,34-Mhexane,C8H18        ,PN,(CH3)4 (CH2)2 (CH)2 ,114.2320023,0.7226,390.880,568.848,26.921,0.466,0.3270,0.13,0.0056756,-2.05319E-06,0,0,-213.09,16.99,-2.17E+02,7.66E-01,6.24E-05
583-58-4,"2,6-dimethylpyridine (2,6 lutidine)",C7H9N,MISC,,107.155,,416.910,623.800,39.800,0.367,0.3730,0.264809687,0.002467859,4.09978E-06,-6.86736E-09,2.80095E-12,70.04,179.34,,,
583-61-9,"2,3-dimethylpyridine (2,3 lutidine)",C7H9N,MISC,,107.155,,434.300,655.400,40.900,0.367,0.3450,0,0,0,0,0,68.28,177.59,,,
584-02-1,3-Pentanol,C5H12O       ,OL,(CH3)2 (CH2)2 CH OH ,88.14920044,0.8283,388.450,547.000,38.700,0.327,0.6748,-0.0842383,0.00655518,-4.18596E-06,1.09691E-09,0,-316.70,-158.16,-3.16E+02,5.50E-01,4.95E-05
584-03-2,12-C4diol,C4H10O2      ,Misc,CH3 (CH2)2 CH (OH)2 ,90.15000153,1.0079,463.648,618.296,49.733,0.298,1.2180,0.109118,0.00501318,-2.82506E-06,6.21368E-10,5.81225E-20,-430.35,,-4.30E+02,4.68E-01,0.00E+00
584-84-9,TolDiisoCyan,C9H6N2O2     ,Misc,,174.1580048,1.2260,524.150,725.000,30.400,0.525,0.6582,0.100705,0.00226654,4.63545E-06,-8.729E-09,3.97795E-12,-226.14,,-2.29E+02,4.45E-01,3.58E-06
584-94-1,23-Mhexane,C8H18        ,PN,(CH3)4 (CH2)2 (CH)2 ,114.2320023,0.7157,388.760,563.489,26.284,0.468,0.3400,0.15289,0.00567,-2.04611E-06,0,0,-214.09,15.65,-2.18E+02,7.71E-01,6.23E-05
586-62-9,Terpinolene,C10H16       ,OC,(CH3)3 (CH2)3 CH=C C=C ,136.2350006,0.8663,458.148,672.000,27.600,0.509,0.3006,-0.442617,0.00776098,-6.13962E-06,2.6513E-09,-4.9017E-13,66.96,0.00,6.70E+01,6.72E-01,6.22E-05
58-72-0,TriPHC2=,C20H16       ,MISC,CH=C (AC)3 (ACH)15 ,256.3460083,1.0427,669.000,908.000,21.000,0.860,0.5998,-0.498119,0.00699794,-6.3312E-06,3.01294E-09,-5.9077E-13,340.00,512.00,3.40E+02,5.58E-01,6.01E-05
5881-17-4,3-Eoctane,C10H22       ,PN,(CH3)3 (CH2)6 CH ,142.2850037,0.7435,439.648,613.760,21.856,0.561,0.4604,0.156798,0.005691,-2.07374E-06,0,0,-252.13,34.81,-2.57E+02,9.53E-01,7.33E-05
589-18-4,pToluAlcohol,C8H10O       ,Misc,OH ACCH3 ACCH2 (ACH)4 ,122.1669998,1.0186,490.150,681.000,39.200,0.387,0.7480,-0.31258,0.0056698,-3.3198E-06,5.54E-10,1.1691E-13,-133.20,,-1.33E+02,3.76E-01,4.94E-05
589-34-4,3-Mhexane,C7H16        ,PN,(CH3)3 (CH2)3 CH ,100.2050018,0.6908,364.997,535.250,28.138,0.404,0.3270,-0.056075,0.0067554,-3.63198E-06,7.39208E-10,-5.43765E-22,-192.39,5.30,-1.96E+02,6.54E-01,5.65E-05
589-38-8,E-P-Ketone,C6H12O       ,KET,(CH3)2 (CH2)2 CH2CO ,100.1600037,0.8138,396.600,582.799,33.200,0.375,0.3780,0.14222,0.00533874,-2.89717E-06,1.46226E-09,0,-279.75,-126.10,-2.81E+02,5.00E-01,3.26E-05
589-40-2,secC4Formate,C5H10O2      ,ACID,CH CH2 (CH3)2 HCOO ,102.1330032,0.8893,366.550,546.000,35.800,0.336,0.3489,-0.45334,0.0078172,-7.9761E-06,4.434E-09,-9.8925E-13,-445.40,,-4.45E+02,4.70E-01,4.03E-05
589-43-5,24-Mhexane,C8H18        ,PN,(CH3)4 (CH2)2 (CH)2 ,114.2320023,0.7039,382.582,553.520,25.564,0.472,0.3410,0.1845,0.005661,-2.03378E-06,0,0,-219.59,11.51,-2.24E+02,7.69E-01,6.23E-05
589-53-7,4-Mheptane,C8H18        ,PN,(CH3)3 (CH2)4 CH ,114.2320023,0.7081,390.864,561.739,25.421,0.476,0.3690,0.187098,0.00566458,-2.03825E-06,0,0,-212.19,15.98,-2.16E+02,7.61E-01,6.23E-05
589-55-9,4-heptanol,C7H16O,MISC,,116.203,,432.000,0.000,0.000,0.000,0.0000,0,0,0,0,0,0.00,0.00,,,
589-62-8,4-octanol,C8H18O,MISC,,130.23,,440.720,625.100,515.000,0.000,0.0000,0,0,0,0,0,,,,,
589-81-1,3-Mheptane,C8H18        ,PN,(CH3)3 (CH2)4 CH ,114.2320023,0.7092,392.082,563.669,25.463,0.464,0.3690,0.1858,0.005665,-2.03939E-06,0,0,-212.79,13.00,-2.17E+02,7.53E-01,6.24E-05
589-93-5,"2,4-dimethylpyridine (2,4 lutidine)",C7H9N,MISC,,107.155,,431.550,647.000,38.700,0.367,0.3510,0.329518529,0.001046437,8.94984E-06,-1.28518E-08,5.27835E-12,66.44,174.34,,,
589-98-0,3-octanol,C8H18O,MISC,,130.23,,515.000,0.000,0.000,0.000,0.0000,0,0,0,0,0,,,,,
590-01-2,n-B-C3oate,C7H14O2      ,ES,(CH3)2 (CH2)3 CH2COO ,130.1860046,0.8815,419.750,592.000,27.000,0.442,0.4754,0.120498,0.0049837,-2.37754E-06,2.55042E-10,0,-502.58,-300.50,-5.02E+02,6.54E-01,5.56E-05
590-18-1,cis2-Butene,C4H8         ,N,(CH3)2 CH=CH ,56.10770035,0.6265,276.867,435.578,42.058,0.234,0.2030,0.00783491,0.00526308,-1.81435E-06,-1.09787E-11,-1.39571E-22,-6.99,65.46,-8.62E+00,2.38E-01,3.61E-05
590-19-2,12-Butadiene,C4H6         ,OD,,54.09180069,0.6513,283.000,443.699,44.988,0.219,0.2550,0.4646,0.0035058,1.43942E-08,-1.32778E-09,4.45953E-13,162.29,198.45,1.61E+02,1.17E-01,2.22E-05
590-35-2,22-Mpentane,C7H16        ,PN,(CH3)4 (CH2)2 C ,100.2050018,0.6776,352.341,520.500,27.733,0.416,0.3000,0.215498,0.005639,-2.00468E-06,0,0,-206.29,0.80,-2.10E+02,6.86E-01,5.64E-05
590-66-9,11-Mcychexan,C8H16        ,N,(CH3)2 (CH2)5 C ,112.2080002,0.7844,392.700,590.927,29.646,0.449,0.2380,-0.26349,0.00548916,1.14677E-06,-4.12024E-09,1.56253E-12,-181.09,35.23,-1.87E+02,7.29E-01,5.15E-05
590-67-0,1-M-CC6ol,C7H14O       ,Misc,CH3 (CH2)5 C OH ,114.1880035,0.9243,430.148,602.000,37.700,0.414,0.6830,-0.36535,0.00667526,-3.3555E-06,4.7038E-10,0,-331.99,-128.76,-3.33E+02,1.03E+00,5.39E-05
590-73-8,22-Mhexane,C8H18        ,PN,(CH3)4 (CH2)3 C ,114.2320023,0.6990,379.992,549.869,25.291,0.478,0.3430,0.1975,0.00565718,-2.02856E-06,0,0,-224.89,10.68,-2.29E+02,7.83E-01,6.23E-05
5911-004-06,3-METHYLNONANE,C10H22,MISC,,142.285,0.7290,440.950,613.000,21.600,0.583,0.4650,0.34517342,0.00436455,1.08002E-06,-3.0512E-09,1.05661E-12,-253.97,30.21,-2.59E-01,9.47E-01,7.25E-08
5911-04-6,3-Mnonane,C10H22       ,PN,(CH3)3 (CH2)6 CH ,142.2850037,0.7366,440.927,613.539,21.374,0.582,0.4628,0.1855,0.005686,-2.06705E-06,0,0,-254.40,,-2.59E+02,9.47E-01,7.25E-05
591-22-0,"3,4-dimethylpyridine (3,4 lutidine)",C7H9N,MISC,,107.155,,452.290,683.800,40.900,0.367,0.3370,0.320828613,0.001180587,8.37336E-06,-1.20332E-08,4.9067E-12,72.80,182.44,,,
591-50-4,IodoBZ,C6H5I        ,Misc,AC (ACH)5 I ,204.0200043,1.8393,461.600,721.098,45.200,0.351,0.2490,-0.121462,0.0026139,-2.02974E-06,6.16104E-10,1.44398E-21,162.55,187.78,1.26E+02,1.67E-01,9.79E-06
591-68-4,nBValerate,C9H18O2      ,Misc,CH2COO (CH2)5 (CH3)2 ,158.2400055,0.8719,459.648,629.000,23.300,0.547,0.5955,-0.325119,0.00766338,-7.17453E-06,3.80157E-09,-8.5164E-13,-560.20,-303.80,-5.60E+02,8.39E-01,6.94E-05
591-76-4,2-Mhexane,C7H16        ,PN,(CH3)3 (CH2)3 CH ,100.2050018,0.6822,363.199,530.369,27.336,0.421,0.3400,-0.125,0.00720518,-3.8391E-06,3.94534E-10,1.15918E-13,-195.09,3.70,-1.99E+02,6.58E-01,5.65E-05
591-78-6,M-B-Ketone,C6H12O       ,KET,CH3 (CH2)3 CH3CO ,100.1600037,0.8158,400.700,587.000,33.200,0.375,0.3920,0.14222,0.00533874,-2.89717E-06,1.46226E-09,0,-279.75,-129.90,-2.81E+02,5.00E-01,3.26E-05
591-87-7,AllylAcetate,C5H8O2       ,Misc,CH3 CH=CH CH3COO ,100.1110001,0.9336,377.148,557.000,36.700,0.323,0.3878,-0.0371478,0.00507948,-3.18393E-06,7.20732E-10,0,-333.99,-229.00,-3.34E+02,3.09E-01,3.24E-05
591-93-5,14Pentadiene,C5H8         ,OD,CH2 (CH2=CH)2 ,68.1190033,0.6652,299.109,477.592,37.893,0.276,0.1040,0.1192,0.00562858,-1.99013E-06,0,0,105.49,170.25,1.04E+02,2.13E-01,2.59E-05
591-95-7,12Pentadiene,C5H8         ,OD,,68.1190033,0.6970,317.993,503.148,40.734,0.276,0.1729,0.03955,0.00565558,-2.02634E-06,0,0,145.69,210.41,1.44E+02,2.13E-01,2.58E-05
591-96-8,23Pentadiene,C5H8         ,OD,,68.12000275,0.7005,321.398,505.799,41.400,0.275,0.2040,0.183469,0.0050907,-2.57075E-06,4.90328E-10,-1.32694E-23,138.49,205.89,1.37E+02,2.20E-01,3.03E-05
592-13-2,25-Mhexane,C8H18        ,PN,(CH3)4 (CH2)2 (CH)2 ,114.2320023,0.6973,382.256,550.059,24.865,0.482,0.3460,0.209496,0.0056558,-2.0267E-06,0,0,-222.79,9.95,-2.27E+02,7.76E-01,6.22E-05
592-27-8,2-Mheptane,C8H18        ,PN,(CH3)3 (CH2)4 CH ,114.2320023,0.7015,390.803,559.638,24.844,0.488,0.3840,-0.060366,0.006817,-0.000003705,6.91584E-10,4.03288E-14,-215.59,11.96,-2.20E+02,7.59E-01,6.22E-05
592-41-6,1-Hexene,C6H12        ,N,CH3 (CH2)3 CH2=CH ,84.16190338,0.6723,336.600,501.998,31.714,0.350,0.2850,-0.0207457,0.00630804,-3.44925E-06,7.19308E-10,-4.0201E-22,-41.70,86.90,-4.42E+01,4.27E-01,4.34E-05
592-42-7,15-Hexadiene,C6H10        ,OD,(CH2)2 (CH2=CH)2 ,82.14550018,0.6963,332.600,520.927,34.453,0.333,0.1600,0.086335,0.005655,-2.02559E-06,0,0,83.74,178.00,8.28E+01,3.03E-01,2.47E-05
592-44-9,12-Hexdiene,C6H10        ,OD,,82.145401,0.7223,349.150,526.000,33.500,0.331,0.2762,-0.094648,0.006705,-5.0112E-06,2.0754E-09,-3.73145E-13,122.40,,1.23E+02,3.01E-01,3.97E-05
592-45-0,14C6==,C6H10        ,OD,CH2=CH CH=CH CH2 CH3 ,82.145401,0.7050,338.148,509.997,33.500,0.331,0.2800,-0.0178384,0.00596202,-3.71205E-06,1.17472E-09,-1.51573E-13,71.87,,7.28E+01,2.96E-01,4.44E-05
592-57-4,13CC6==,C6H8         ,MISC,(CH2)2 (CH=CH)2 ,80.12950134,0.8481,353.489,558.000,47.300,0.277,0.2308,0.143104,0.00283148,3.84873E-06,-5.69732E-09,1.94565E-12,106.20,181.70,1.07E+02,2.41E-01,3.83E-05
592-76-7,1-Heptene,C7H14        ,N,CH3 (CH2)4 CH2=CH ,98.18900299,0.6963,366.799,537.200,28.371,0.440,0.3580,-0.033639,0.00641314,-3.57675E-06,7.74712E-10,-5.35995E-22,-62.34,95.06,-6.54E+01,5.24E-01,4.94E-05
592-84-7,n-B-Formate,C5H10O2      ,ACID,CH3 (CH2)3 HCOO ,102.1330032,0.8980,379.250,557.000,35.100,0.336,0.3844,-0.256577,0.00681048,-6.22593E-06,3.15191E-09,-6.56115E-13,-425.08,-283.67,-4.25E+02,4.59E-01,4.09E-05
592-99-4,cis4-Octene,C8H16        ,N,(CH3)2 (CH2)4 CH=CH ,112.2080002,0.7249,395.700,577.593,27.358,0.464,0.3307,0.132798,0.005677,-2.05547E-06,0,0,-91.23,,-9.13E+01,6.14E-01,5.67E-05
593-45-3,n-C18,C18H38       ,PN,(CH3)2 (CH2)16 ,254.4790039,0.7848,589.859,745.260,12.135,1.070,0.8000,-0.056861,0.0067471,-3.76926E-06,8.16552E-10,-3.4831E-22,-414.78,99.21,-4.24E+02,1.72E+00,1.23E-04
593-49-7,n-C27,C27H56       ,PN,(CH3)2 (CH2)25 ,380.7200012,0.8079,695.260,826.000,8.830,1.571,1.2136,0.3196,0.00573298,-2.13011E-06,0,0,-602.10,,-6.01E+02,2.59E+00,-2.12E-08
593-53-3,F-C1,CH3F         ,HAL,CH3 F ,34.03300095,0.4229,194.699,315.000,58.700,0.113,0.1870,0.406339,0.0025333,-6.08916E-07,-5.83624E-11,0,-233.99,-213.70,-2.34E+02,7.66E-02,1.68E-05
593-60-2,BromoC2=,C2H3Br       ,Misc,CH2=CH Br ,106.9489975,1.5246,288.950,473.000,71.800,0.200,0.2821,0.182631,0.0013186,-5.1192E-07,-1.39706E-10,1.07336E-13,78.37,80.75,7.87E+01,3.10E-03,1.32E-05
593-70-4,CH2-Cl-F,CH2ClF       ,Misc,CH2 Cl F ,68.48000336,1.2856,264.100,424.898,51.200,0.159,0.1990,0.185075,0.00204044,-1.29539E-06,3.15083E-10,7.9132E-22,-264.43,-236.64,-2.63E+02,8.33E-02,1.08E-05
594-20-7,22-ClC3,C3H6Cl2      ,HAL,(CH3)2 CCl2 ,112.9860001,1.1213,342.500,539.500,41.000,0.290,0.1980,0.0948756,0.00362624,-2.98176E-06,9.85472E-10,5.1405E-21,-175.72,-84.56,-1.77E+02,3.07E-01,1.40E-05
5943-30-6,BUTY DISULFIDE,C8H18S2,MISC,,178.35,0.9340,504.360,704.160,26.240,0.592,0.5290,0.114331371,0.004696384,-2.64693E-06,6.00673E-10,0,-158.41,53.85,-1.51E-01,6.43E-01,1.43E-07
594-36-5,2-Cl-2-M-C4,C5H11Cl      ,Misc,CCl (CH3)3 CH2 ,106.5970001,0.8916,358.799,547.000,32.000,0.354,0.2330,-0.101791,0.00547014,-3.61749E-06,9.62368E-10,9.5915E-21,-202.50,-56.48,-2.06E+02,4.88E-01,3.54E-05
594-51-4,"2,3-DIBROM0-2-METHYLBUTANE",C5H10Br2,MISC,,229.942,1.4100,444.010,668.370,42.550,0.423,0.3770,-0.025984814,0.002824538,-2.11092E-06,6.19852E-10,0,-138.91,-13.35,-1.78E-01,5.30E-01,1.63E-08
594-56-9,233M1-butene,C7H14        ,N,(CH3)4 C CH2=C ,98.18900299,0.7085,351.032,532.593,28.979,0.400,0.1927,0.0865149,0.00566478,-2.03867E-06,0,0,-86.54,85.57,-8.64E+01,5.76E-01,5.37E-05
594-82-1,2233-Mbutane,C8H18        ,PN,(CH3)6 (C)2 ,114.2320023,0.7418,379.618,567.950,28.674,0.461,0.2467,0.0238248,0.0056898,-2.07206E-06,0,0,-225.89,10.31,-2.31E+02,8.32E-01,5.05E-05
595-37-9,NeoC6oicAcid,C6H12O2      ,ACID,C CH2 (CH3)3 COOH ,116.1600037,0.9348,460.150,653.000,34.100,0.389,0.5671,-0.43143,0.007558,-7.0236E-06,3.60456E-09,-7.788E-13,-524.60,,-5.25E+02,5.88E-01,4.93E-05
59-67-6,Niacin,C6H5NO2      ,Misc,C5H4N COOH ,123.1110001,1.1608,526.000,760.000,46.400,0.349,0.5958,-0.25681,0.0041486,-1.82433E-06,-5.6092E-10,4.792E-13,-254.20,,-2.54E+02,2.82E-01,3.52E-05
598-03-8,DinC3Sulfone,C6H14O2S     ,Misc,(CH2)2 (CH3)2 (CH2)2Su ,150.2420044,1.0422,543.000,763.000,31.100,0.463,0.5821,0.141055,0.00424302,-1.68698E-06,-1.5531E-10,1.96942E-13,-468.30,-255.00,-4.69E+02,7.02E-01,5.25E-05
598-04-9,DinBSulfone,C8H18O2S     ,Misc,(CH2)4 (CH3)2 (CH2)2Su ,178.2960052,0.9909,564.000,767.000,25.400,0.569,0.6877,0.0560449,0.00497388,-2.74617E-06,5.92772E-10,1.44892E-14,-509.80,-238.00,-5.10E+02,8.94E-01,6.73E-05
598-23-2,3-M-1-Butyne,C5H8         ,OD,CH-=C CH (CH3)2 ,68.12000275,0.5993,299.500,476.000,42.100,0.271,0.1760,0.0682618,0.0059859,-3.86346E-06,1.02836E-09,2.34986E-21,136.40,205.52,1.33E+02,2.28E-01,2.65E-05
598-25-4,3M-12-C4==,C5H8         ,OD,,68.1190033,0.6908,313.976,496.483,39.921,0.276,0.1534,0.053876,0.0056506,-2.01962E-06,0,0,129.79,198.61,1.29E+02,2.26E-01,2.72E-05
598-29-8,12-IodoC3,C3H6I2       ,Misc,CH2 CH CH3 (I)2 ,295.8900146,2.4973,500.200,780.500,42.100,0.373,0.2370,0.0553785,0.001230352,-8.89002E-07,2.64198E-10,-3.95023E-22,35.98,74.52,-3.33E+01,2.88E-01,7.40E-06
598-53-8,M-i-P-Ether,C4H10O       ,Misc,(CH3)2 CH CH3O ,74.1230011,0.7247,303.898,464.497,37.600,0.277,0.2660,0.18265,0.0049909,-1.99935E-06,1.62674E-10,0,-252.19,-120.88,-2.54E+02,4.35E-01,3.81E-05
598-58-3,METHYL NITRATE,CH3N03,MISC,,77.04,0.0000,339.160,0.000,0.000,0.000,0.0000,0.221300623,0.00312474,-1.94263E-06,4.53063E-10,0,-120.50,-30.17,-1.22E-01,3.06E-01,8.22E-09
598-73-2,BrTriFC2=,C2BrF3       ,Misc,,160.9210052,1.8725,270.650,432.000,44.800,0.239,0.1754,0.20943,0.00148806,-1.59891E-06,8.292E-10,-1.6884E-13,-455.00,-438.00,-4.55E+02,5.93E-02,-4.25E-06
598-75-4,3-M-2-C4ol,C5H12O       ,OL,(CH3)3 (CH)2 OH ,88.14920044,0.8237,384.648,572.000,39.600,0.327,0.3510,-0.00357665,0.00613826,-3.55296E-06,7.95208E-10,0,-314.10,53.00,-3.14E+02,5.33E-01,4.99E-05
598-82-3,LacticAcid,C3H6O3       ,Misc,CH3 CH OH COOH ,90.07839966,1.2220,455.000,627.000,59.600,0.251,1.0296,0.0377592,0.00483878,-4.15227E-06,1.9358E-09,-3.84199E-13,-621.00,-516.00,-6.21E+02,3.45E-01,2.42E-05
5989-27-5,D-Limonene,C10H16       ,OC,(CH3)2 CH=C CH2=C CH (CH2)3 ,136.2050018,0.8482,449.648,650.000,27.500,0.524,0.3123,-0.557842,0.00831308,-6.95415E-06,3.14274E-09,-5.9502E-13,-6.40,0.00,-6.53E+00,9.65E-01,6.09E-05
59919-41-4,26-DiE-Napth,C14H16       ,AMR,(CH3)2 (AC)2 (ACH)6 (ACCH2)2 ,184.2810059,1.0236,576.000,807.000,25.800,0.630,0.5118,0.021322,0.0043858,-3.5418E-07,-2.04384E-09,8.815E-13,43.10,,4.38E+01,6.11E-01,6.52E-05
599-64-4,pCumylPhenol,C15H16O      ,Misc,(ACH)9 (AC)2 C (CH3)2 OH ,212.2910004,1.0803,608.150,834.000,26.800,0.659,0.6602,-0.503202,0.00721822,-6.25323E-06,2.77089E-09,-5.004E-13,-65.60,143.00,-6.59E+01,6.83E-01,5.80E-05
59973-07-8,METHYL-NONYL-SULFIDE,C10H22S,MISC,,174.344,0.8410,513.160,701.030,21.410,0.650,0.5510,0.070802551,0.00545198,-2.79969E-06,5.57392E-10,0,-205.23,68.70,-1.98E-01,8.51E-01,1.45E-07
59973-08-9,ETHYL-NONYL-5ULFIDE,C11H24S,MISC,,188.371,0.8410,533.160,717.910,19.630,0.706,0.5920,0.044906063,0.005570921,-2.8704E-06,5.7185E-10,0,-228.24,74.06,-2.21E-01,9.41E-01,1.57E-07
60-00-4,C2=DiAmTetAA,C10H16N2O8   ,Misc,,292.2460022,1.1803,661.150,809.000,22.300,0.798,1.6923,-0.16713,0.0056484,-5.3532E-06,2.67108E-09,-5.6425E-13,-1520.00,,,1.33E+00,4.51E-05
600-07-7,2MC4oicAcid,C5H10O2      ,ACID,(CH3)2 CH CH2 COOH ,102.1330032,0.9409,450.148,643.000,38.900,0.347,0.5894,-0.180172,0.00590966,-4.08558E-06,1.3456E-09,-1.73397E-13,-498.00,-352.00,-4.98E+02,4.77E-01,4.33E-05
600-24-8,2-NitroC4,C4H9NO2      ,MISC,CHNO2 (CH3)2 CH2 ,103.1200027,0.9878,412.898,615.000,36.000,0.336,0.3570,-0.11697,0.00535578,-3.45246E-06,8.8896E-10,-7.50455E-23,-163.59,-6.23,-1.67E+02,5.29E-01,3.08E-05
6006-33-3,n-Tridecylcyclohexane,C19H38,MISC,,266.509,0.8210,614.660,783.380,12.420,1.033,0.7000,-0.279682862,0.007314575,-4.25089E-06,9.30663E-10,0,-398.65,132.17,-4.10E-01,1.78E+00,1.16E-07
6006-34-4,n-Tridecylcyclopentane,C18H36,MISC,,252.482,0.8140,598.560,766.470,13.070,0.985,0.6970,-0.303324593,0.007373199,-4.57181E-06,1.16127E-09,0,-353.76,136.98,-3.64E-01,1.64E+00,1.21E-07
6006-95-7,n-Pentadecylcyclohexane,,MISC,,294.57,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
60-09-3,pAminoAzoBZ,C12H11N3     ,Misc,,197.2400055,0.9701,633.000,877.000,29.000,0.642,0.6345,-0.875456,0.0092759,-1.06089E-05,6.05368E-09,-1.35855E-12,330.00,500.00,3.28E+02,5.71E-01,2.16E-05
60-12-8,2PHEthanol,C8H10O       ,Misc,ACCH2 (ACH)5 CH2 OH ,122.1660004,1.0259,492.049,684.000,39.200,0.387,0.7429,-0.369108,0.0064905,-5.31159E-06,2.36552E-09,-4.75131E-13,-121.00,-2.85,-1.21E+02,3.81E-01,4.54E-05
6012-97-1,Cl4Thiophene,C4Cl4S       ,Misc,,221.9210052,1.7120,506.540,753.000,36.700,0.428,0.3608,0.0419225,0.00243104,-2.85186E-06,1.58042E-09,-3.36329E-13,-32.77,0.00,-3.28E+01,-3.28E+01,-3.28E+01
60-24-2,2_MercEthanl,C2H6OS       ,Misc,CH2 OH CH2SH ,78.13500214,1.1198,430.898,629.000,62.700,0.219,0.6716,0.339491,0.00286288,-1.05707E-06,-1.69273E-11,5.9973E-14,-197.00,,-1.97E+02,2.02E-01,2.88E-05
60-29-7,diE-Ether,C4H10O       ,Misc,(CH3)2 CH2 CH2O ,74.1230011,0.7127,307.600,466.700,36.200,0.280,0.2810,0.289159,0.00453458,-1.39721E-06,-1.26318E-10,0,-252.39,-120.70,-2.54E+02,4.30E-01,3.89E-05
6032-29-7,2-Pentanol,C5H12O       ,OL,(CH3)2 (CH2)2 CH OH ,88.14920044,0.8152,392.148,552.000,38.700,0.327,0.6746,0.0260664,0.00605998,-3.52326E-06,8.04796E-10,0,-313.79,-159.29,-3.13E+02,5.39E-01,5.01E-05
60-33-3,LinoleicAcid,C18H32O2     ,Misc,CH3 (CH2)12 (CH=CH)2 COOH ,280.4500122,0.9096,627.000,775.000,13.000,0.990,1.1762,-0.427281,0.00792778,-7.1997E-06,3.52099E-09,-6.72255E-13,-540.00,-94.30,-5.39E+02,1.45E+00,1.30E-04
603-35-0,TriPHPhosphi,C18H15P      ,Misc,,262.2900085,1.0739,650.150,1008.000,78.400,0.554,0.4517,-0.558922,0.00704528,-6.80982E-06,3.43688E-09,-7.041E-13,320.20,0.00,-3.28E+01,-3.28E+01,-3.28E+01
60-35-5,Acetamide,C2H5NO       ,MISC,CH3 CONH2 ,59.06800079,1.0591,494.299,750.000,65.000,0.215,0.3807,0.287443,0.0023833,1.66435E-06,-3.05335E-09,1.03816E-12,-238.30,-159.60,-2.38E+02,2.64E-01,0.00E+00
604-88-6,HEXAETHYLBENZENE,C18H30,MISC,,246.435,0.0000,571.160,734.780,13.820,0.936,0.6980,-0.05789762,0.006909733,-4.80898E-06,1.36888E-09,0,-224.26,182.46,-2.31E-01,1.36E+00,7.62E-08
605-01-6,Penta-E-BZ,C16H26       ,A,ACH (ACCH2)5 (CH3)5 ,218.3800049,0.8982,550.200,723.598,16.100,0.823,0.6370,-0.0691088,0.0066764,-4.45719E-06,1.20564E-09,2.88544E-21,-175.17,164.98,-1.81E+02,1.14E+00,7.17E-05
605-02-7,1PhNaphthln,C16H12       ,MISC,(ACH)12 C=C (AC)2 ,204.2700043,1.0970,607.150,861.806,28.913,0.614,0.4889,-0.667300483,0.007425437,-6.3968E-06,2.16771E-09,0,354.21,371.11,3.54E+02,4.15E-01,4.75E-05
606-20-2,26NitroTolue,C7H6N2O4     ,Misc,CH3 (ACH)3 AC (ACNO2)2 ,182.1360016,1.3331,558.000,770.000,34.000,0.455,0.7378,0.01207892,0.003676605,-2.25612E-06,4.79863E-10,0,-51.10,0.00,-5.16E+01,7.43E-01,2.75E-05
